RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,77,150.0,5,55,25,0,0,100,125.0,7,7,26,2,19,0.0,7,5,11.0,84.0,2.0,1.0,0.0,30.0
Good,74,254.0,15,66,39,0,0,95,8.0,6,6,74,0,38,7.0,1,1,6.0,41.0,6.0,4.0,1.0,53.0
Bad,90,211.0,6,102,17,0,0,100,125.0,7,7,17,1,0,0.0,1,1,0.0,,0.0,2.0,0.0,0.0
Bad,62,146.0,14,61,10,2,2,82,18.0,7,6,12,0,55,0.0,2,2,50.0,,4.0,1.0,2.0,100.0
Good,79,200.0,5,86,26,0,0,100,125.0,7,7,30,1,67,0.0,1,1,57.0,97.0,4.0,2.0,1.0,100.0
Bad,63,163.0,7,42,17,1,1,89,25.0,7,2,20,3,44,36.0,0,0,58.0,87.0,4.0,4.0,2.0,100.0
Good,86,292.0,5,114,20,0,0,100,125.0,7,7,22,1,24,6.0,0,0,6.0,12.0,3.0,1.0,1.0,57.0
Bad,81,287.0,4,105,23,0,0,100,125.0,7,7,25,2,40,0.0,2,2,52.0,88.0,3.0,4.0,1.0,70.0
Bad,69,265.0,25,106,10,0,0,67,18.0,7,6,13,0,15,1.0,2,2,42.0,,3.0,1.0,0.0,57.0
Good,89,277.0,4,87,25,0,0,100,125.0,7,7,27,3,30,4.0,1,1,2.0,9.0,1.0,2.0,0.0,30.0
Bad,51,204.0,2,71,30,2,2,94,1.0,6,6,35,6,47,0.0,4,3,94.0,51.0,5.0,6.0,5.0,86.0
Bad,69,150.0,18,76,19,0,0,95,27.0,7,6,21,0,33,1.0,1,1,34.0,,1.0,1.0,1.0,67.0
Bad,65,340.0,2,81,49,0,0,89,5.0,6,6,56,3,25,0.0,9,8,6.0,86.0,9.0,5.0,1.0,56.0
Bad,91,215.0,31,104,15,0,0,100,125.0,7,7,16,0,38,0.0,0,0,0.0,,0.0,1.0,0.5,25.0
Good,74,250.0,18,81,19,0,0,100,125.0,7,7,20,0,20,0.0,1,1,69.0,54.0,6.0,3.0,2.0,69.0
Bad,67,180.0,3,43,19,0,0,100,125.0,7,7,22,2,27,14.0,0,0,53.0,41.0,6.0,4.0,3.0,71.0
Bad,72,110.0,7,63,12,1,1,92,52.0,7,2,13,1,54,0.0,3,3,0.0,,0.0,1.0,0.5,25.0
Good,67,284.0,5,84,44,0,0,100,125.0,7,7,45,1,27,2.0,1,1,48.0,50.0,11.0,3.0,4.0,70.0
Bad,54,180.0,32,61,9,1,1,78,1.0,2,6,9,0,56,36.0,1,1,77.0,59.0,3.0,1.0,2.0,100.0
Bad,85,249.0,6,100,13,0,0,100,125.0,7,7,15,1,47,0.0,2,2,29.0,75.0,1.0,3.0,0.0,80.0
Good,73,347.0,6,140,32,0,0,100,125.0,7,7,32,1,9,0.0,0,0,41.0,,15.0,1.0,6.0,74.0
Bad,73,188.0,2,83,18,1,1,95,29.0,7,2,22,1,27,0.0,11,11,30.0,,4.0,2.0,0.0,67.0
Good,83,155.0,6,65,9,0,0,100,125.0,7,7,10,2,44,1.0,1,1,7.0,58.0,2.0,2.0,0.0,71.0
Bad,68,260.0,7,72,21,1,1,96,3.0,3,3,23,1,39,1.0,1,1,9.0,80.0,5.0,2.0,0.0,70.0
Bad,52,180.0,4,42,22,4,2,92,38.0,7,5,26,2,24,36.0,4,4,75.0,74.0,13.0,1.0,6.0,82.0
Bad,64,103.0,1,52,22,1,1,88,26.0,7,6,24,3,38,1.0,5,5,29.0,77.0,4.0,3.0,2.0,58.0
Bad,65,246.0,16,109,19,1,0,81,11.0,6,5,21,0,24,20.0,0,0,87.0,,3.0,2.0,3.0,100.0
Bad,72,180.0,5,74,41,0,0,100,125.0,7,7,47,1,57,36.0,1,1,82.0,55.0,8.0,10.0,6.0,86.0
Good,81,273.0,9,101,11,1,0,77,24.0,7,5,13,1,15,0.0,0,0,20.0,,1.0,1.0,0.0,29.0
Good,82,191.0,9,77,31,0,0,90,22.0,7,6,31,1,16,0.0,1,1,7.0,82.0,4.0,1.0,0.0,42.0
Bad,66,398.0,13,129,14,1,0,81,2.0,6,5,16,0,13,0.0,0,0,32.0,,3.0,1.0,0.0,67.0
Good,77,148.0,27,96,13,0,0,100,125.0,7,7,14,0,50,0.0,2,2,75.0,,1.0,1.0,0.0,100.0
Bad,59,389.0,9,74,42,0,0,83,1.0,6,6,47,2,32,0.0,2,2,63.0,81.0,9.0,3.0,2.0,68.0
Bad,63,131.0,11,61,8,2,1,60,17.0,7,3,10,1,30,3.0,2,1,78.0,45.0,3.0,1.0,2.0,80.0
Good,81,155.0,4,55,28,0,0,100,125.0,7,7,29,4,36,2.0,2,2,2.0,94.0,4.0,2.0,0.0,46.0
Bad,66,173.0,1,75,30,0,0,97,7.0,6,6,32,1,38,36.0,1,0,43.0,100.0,6.0,1.0,1.0,70.0
Good,75,160.0,3,70,21,0,0,100,125.0,7,7,21,3,33,3.0,5,5,0.0,,0.0,1.0,0.0,43.0
Bad,58,136.0,16,63,23,0,0,83,9.0,6,6,24,0,54,36.0,0,0,75.0,84.0,3.0,2.0,2.0,83.0
Bad,63,203.0,4,78,40,0,0,98,63.0,7,6,42,4,55,36.0,5,5,80.0,88.0,3.0,4.0,2.0,70.0
Bad,68,235.0,9,117,16,1,1,89,0.0,2,2,19,1,53,0.0,3,3,27.0,48.0,1.0,3.0,0.0,83.0
Good,83,150.0,9,64,27,0,0,100,125.0,7,7,28,1,32,0.0,2,2,13.0,2.0,2.0,2.0,0.0,40.0
Good,78,150.0,6,63,37,0,0,100,125.0,7,7,40,1,18,0.0,0,0,3.0,63.0,2.0,2.0,0.0,50.0
Bad,63,105.0,2,42,17,0,0,100,125.0,7,7,18,6,33,0.0,3,3,73.0,98.0,8.0,2.0,3.0,83.0
Good,75,288.0,10,132,36,0,0,100,125.0,7,7,36,2,19,0.0,0,0,32.0,,11.0,1.0,2.0,62.0
Good,82,295.0,16,108,18,0,0,100,125.0,7,7,18,0,39,0.0,0,0,36.0,47.0,2.0,2.0,1.0,40.0
Good,72,189.0,11,91,45,1,1,98,8.0,6,6,54,1,58,2.0,3,3,0.0,36.0,1.0,3.0,0.0,33.0
Good,66,143.0,6,72,14,2,1,83,23.0,7,2,18,2,28,0.0,2,2,76.0,,2.0,1.0,2.0,60.0
Good,65,212.0,11,75,21,2,1,87,22.0,7,5,23,1,43,19.0,0,0,71.0,64.0,8.0,3.0,3.0,86.0
Bad,62,166.0,1,48,43,0,0,100,125.0,7,7,44,6,41,0.0,10,10,55.0,84.0,6.0,4.0,5.0,59.0
Bad,66,284.0,32,107,15,2,2,82,3.0,6,4,17,0,53,0.0,1,1,19.0,50.0,3.0,2.0,1.0,63.0
Bad,72,169.0,8,86,12,3,2,80,12.0,7,5,17,1,33,0.0,0,0,1.0,,1.0,1.0,0.0,40.0
Good,86,201.0,9,83,16,0,0,100,125.0,7,7,16,1,19,0.0,0,0,5.0,60.0,2.0,1.0,0.0,60.0
Good,81,167.0,8,77,19,0,0,95,21.0,7,6,20,1,30,0.0,1,1,11.0,,1.0,1.0,0.0,40.0
Good,76,241.0,9,80,48,0,0,100,125.0,7,7,49,2,20,0.0,2,2,22.0,,9.0,2.0,1.0,37.0
Good,75,176.0,35,107,24,0,0,96,29.0,7,6,24,0,25,0.0,2,2,15.0,,4.0,2.0,0.0,60.0
Bad,64,261.0,5,62,27,2,0,76,2.0,6,5,39,3,28,36.0,1,1,8.0,,2.0,2.0,1.0,40.0
Good,88,125.0,7,61,6,0,0,100,125.0,7,7,6,1,50,14.0,0,0,0.0,86.0,0.0,2.0,0.0,40.0
Good,83,128.0,5,78,44,0,0,100,125.0,7,7,44,1,14,2.0,1,1,8.0,85.0,7.0,2.0,0.0,36.0
Bad,84,146.0,12,80,22,0,0,95,46.0,7,6,22,0,0,1.0,2,2,0.0,,0.0,2.0,0.0,0.0
Bad,82,153.0,9,54,18,0,0,100,125.0,7,7,18,1,44,14.0,0,0,9.0,,2.0,1.0,0.0,38.0
Good,68,177.0,1,65,43,0,0,96,12.0,7,6,48,3,50,36.0,2,2,19.0,25.0,5.0,5.0,1.0,71.0
Good,84,180.0,6,117,53,0,0,100,125.0,7,7,58,2,53,36.0,0,0,9.0,13.0,6.0,2.0,1.0,73.0
Good,71,59.0,2,21,6,0,0,100,125.0,7,7,8,4,50,1.0,2,2,44.0,95.0,2.0,2.0,0.0,67.0
Bad,61,39.0,23,26,4,2,1,60,12.0,7,5,6,0,60,0.0,0,0,28.0,,1.0,1.0,0.0,67.0
Bad,54,316.0,30,132,8,10,6,47,4.0,5,3,19,0,47,5.0,0,0,38.0,60.0,2.0,2.0,0.0,57.0
Bad,66,174.0,2,59,7,1,1,90,63.0,7,6,10,2,30,0.0,1,1,86.0,,2.0,2.0,1.0,40.0
Good,73,219.0,2,82,28,0,0,93,13.0,7,6,29,2,14,1.0,1,1,28.0,,7.0,1.0,0.0,50.0
Bad,63,180.0,2,51,11,2,2,88,1.0,2,2,16,4,50,36.0,3,3,12.0,87.0,1.0,4.0,0.0,56.0
Good,89,180.0,6,82,27,0,0,100,125.0,7,7,27,1,26,0.0,0,0,0.0,,1.0,1.0,0.0,25.0
Good,66,131.0,13,83,4,4,4,67,67.0,7,2,41,0,33,36.0,0,0,67.0,,2.0,1.0,0.0,100.0
Good,73,354.0,13,80,25,0,0,100,125.0,7,7,25,0,8,15.0,0,0,36.0,,10.0,1.0,2.0,61.0
Bad,68,187.0,9,75,29,0,0,100,125.0,7,7,29,1,41,0.0,1,1,89.0,72.0,3.0,3.0,2.0,75.0
Bad,70,131.0,6,64,12,1,0,57,25.0,7,5,14,3,50,4.0,1,1,3.0,67.0,1.0,2.0,0.5,50.0
Bad,68,134.0,4,54,24,0,0,100,125.0,7,7,24,5,50,36.0,2,2,50.0,91.0,3.0,7.0,1.0,83.0
Good,92,421.0,42,161,17,0,0,100,125.0,7,7,19,0,42,0.0,0,0,0.0,,1.0,2.0,0.0,50.0
Bad,61,125.0,12,48,30,0,0,97,38.0,7,6,30,0,43,0.0,3,3,47.0,68.0,5.0,4.0,2.0,69.0
Good,72,145.0,7,57,45,0,0,100,125.0,7,7,72,2,74,7.0,0,0,34.0,97.0,4.0,12.0,0.0,73.0
Bad,56,300.0,13,86,29,1,0,78,1.0,6,5,32,0,56,0.0,0,0,42.0,76.0,5.0,5.0,3.0,71.0
Bad,56,266.0,2,94,29,0,0,100,125.0,7,7,30,1,17,0.0,2,2,76.0,6.0,14.0,2.0,7.0,67.0
Bad,71,100.0,3,44,11,0,0,77,3.0,6,6,13,3,54,36.0,2,2,2.0,50.0,1.0,2.0,0.5,60.0
Good,87,221.0,5,52,29,0,0,100,125.0,7,7,29,2,14,4.0,1,1,2.0,61.0,2.0,3.0,0.0,31.0
Good,82,132.0,5,55,18,0,0,100,125.0,7,7,19,2,47,0.0,0,0,21.0,55.0,1.0,4.0,0.5,63.0
Good,84,128.0,7,81,13,0,0,100,125.0,7,7,14,1,7,0.0,3,3,0.0,93.0,1.0,1.0,0.0,33.0
Bad,64,194.0,8,76,24,1,1,88,9.0,6,2,26,2,48,36.0,0,0,69.0,77.0,7.0,6.0,6.0,76.0
Bad,70,172.0,19,85,29,0,0,100,125.0,7,7,31,0,16,0.0,1,1,65.0,,9.0,1.0,3.0,77.0
Bad,62,69.0,5,24,8,1,1,89,33.0,7,6,9,3,33,1.0,2,2,92.0,,4.0,2.0,3.0,67.0
Bad,68,460.0,2,162,28,2,1,90,40.0,2,5,31,2,27,2.0,1,1,25.0,75.0,6.0,4.0,0.0,61.0
Bad,88,279.0,3,75,28,0,0,100,125.0,7,7,29,2,24,2.0,2,2,6.0,41.0,3.0,3.0,0.0,40.0
Bad,61,128.0,4,61,5,1,1,75,13.0,7,2,8,1,38,3.0,2,2,90.0,,1.0,1.0,1.0,100.0
Bad,70,213.0,19,107,33,1,0,97,19.0,7,5,54,0,15,0.0,2,2,32.0,27.0,4.0,2.0,3.0,44.0
Good,90,240.0,20,123,19,0,0,100,125.0,7,7,21,0,19,0.0,0,0,3.0,,2.0,1.0,0.0,50.0
Bad,60,198.0,12,46,7,3,2,90,40.0,7,5,12,0,20,0.0,1,0,37.0,,7.0,1.0,1.0,100.0
Good,82,144.0,3,84,22,0,0,100,125.0,7,7,31,1,28,0.0,3,3,37.0,83.0,2.0,3.0,0.0,71.0
Good,86,168.0,1,68,32,0,0,100,125.0,7,7,47,5,30,4.0,2,2,5.0,,3.0,2.0,0.0,36.0
Bad,58,381.0,3,77,23,3,2,76,8.0,2,2,25,2,28,36.0,0,0,29.0,82.0,5.0,4.0,0.0,69.0
Good,86,206.0,18,100,18,0,0,100,125.0,7,7,24,0,38,36.0,2,2,0.0,,0.0,1.0,0.0,50.0
Good,84,245.0,5,103,17,0,0,100,125.0,7,7,17,3,24,0.0,1,1,16.0,37.0,1.0,2.0,0.0,30.0
Bad,79,231.0,12,80,17,0,0,94,16.0,7,6,18,0,39,0.0,2,2,8.0,,4.0,1.0,1.0,50.0
Bad,57,159.0,3,63,23,2,0,80,9.0,6,5,25,3,64,3.0,3,3,44.0,90.0,5.0,1.0,1.0,86.0
Bad,60,180.0,2,95,42,2,1,87,3.0,6,3,49,3,18,36.0,8,8,44.0,60.0,7.0,3.0,1.0,48.0
Good,62,197.0,7,60,43,0,0,100,125.0,7,7,54,1,44,36.0,1,1,103.0,70.0,14.0,11.0,4.0,100.0
Good,72,160.0,1,69,40,0,0,96,8.0,6,6,48,4,58,9.0,0,0,21.0,76.0,4.0,11.0,0.0,88.0
Bad,57,35.0,7,16,10,0,0,100,125.0,7,7,10,4,30,0.0,2,2,81.0,85.0,6.0,2.0,2.0,89.0
Bad,59,52.0,13,30,10,1,0,73,7.0,5,5,11,0,45,0.0,1,1,46.0,122.0,1.0,4.0,0.5,56.0
Bad,78,96.0,1,35,12,0,0,100,125.0,7,7,13,1,38,0.0,0,0,11.0,83.0,2.0,2.0,1.0,67.0
Good,87,177.0,10,82,9,0,0,100,125.0,7,7,9,1,22,0.0,0,0,4.0,3.0,2.0,1.0,0.0,75.0
Bad,78,161.0,6,70,18,0,0,90,14.0,7,6,20,1,30,0.0,0,0,1.0,67.0,3.0,3.0,0.0,64.0
Bad,84,213.0,13,114,27,0,0,100,125.0,7,7,30,0,7,0.0,0,0,26.0,65.0,4.0,2.0,0.0,75.0
Good,74,77.0,1,35,15,0,0,100,125.0,7,7,16,4,50,36.0,0,0,47.0,72.0,4.0,3.0,1.0,88.0
Good,87,294.0,8,93,35,0,0,100,125.0,7,7,60,2,23,0.0,1,1,2.0,71.0,1.0,4.0,0.0,24.0
Good,81,99.0,1,54,35,0,0,100,125.0,7,7,36,1,25,0.0,2,2,8.0,42.0,2.0,3.0,0.0,67.0
Good,74,192.0,9,77,28,0,0,100,125.0,7,7,28,3,11,36.0,0,0,26.0,,5.0,1.0,1.0,60.0
Bad,73,69.0,24,42,7,0,0,100,125.0,7,7,7,0,14,36.0,1,0,54.0,37.0,5.0,1.0,1.0,86.0
Bad,61,135.0,2,52,15,0,0,94,51.0,7,6,17,2,29,0.0,1,1,11.0,,2.0,1.0,1.0,43.0
Good,75,248.0,5,53,24,0,0,100,125.0,7,7,24,2,25,3.0,1,1,11.0,35.0,4.0,3.0,0.0,50.0
Good,84,146.0,57,83,10,0,0,100,125.0,7,7,10,0,20,3.0,1,1,13.0,,1.0,2.0,0.0,20.0
Bad,68,329.0,2,80,32,1,1,91,26.0,7,6,34,3,33,0.0,8,8,31.0,,7.0,1.0,2.0,57.0
Good,89,364.0,35,165,14,0,0,100,125.0,7,7,14,0,36,3.0,1,1,6.0,48.0,2.0,3.0,0.0,67.0
Good,80,263.0,6,106,26,0,0,92,14.0,7,6,26,2,23,0.0,0,0,14.0,17.0,4.0,2.0,1.0,54.0
Bad,55,116.0,3,53,12,3,1,75,64.0,7,2,16,2,38,0.0,2,2,97.0,73.0,6.0,4.0,4.0,100.0
Good,90,313.0,5,118,25,0,0,100,125.0,7,7,27,1,42,22.0,0,0,2.0,69.0,3.0,3.0,0.0,50.0
Bad,55,63.0,5,39,21,1,1,86,6.0,6,6,22,3,38,0.0,3,3,31.0,79.0,6.0,3.0,1.0,92.0
Good,67,279.0,5,60,35,0,0,100,125.0,7,7,36,4,43,2.0,2,2,93.0,90.0,1.0,4.0,0.5,100.0
Good,90,170.0,12,94,16,0,0,100,125.0,7,7,16,0,38,0.0,0,0,8.0,,3.0,1.0,0.0,57.0
Good,68,375.0,8,65,25,0,0,100,125.0,7,7,35,2,48,1.0,1,1,71.0,63.0,3.0,4.0,2.0,78.0
Bad,63,10.0,2,6,1,0,0,100,125.0,7,7,2,2,50,0.0,8,8,64.0,,1.0,1.0,0.5,100.0
Good,78,151.0,4,78,21,0,0,95,63.0,7,6,21,3,19,0.0,0,0,14.0,89.0,5.0,2.0,1.0,70.0
Bad,57,164.0,7,62,16,1,1,72,2.0,6,3,19,2,47,0.0,1,1,67.0,62.0,5.0,2.0,3.0,100.0
Good,79,188.0,6,68,16,0,0,94,17.0,7,6,17,3,47,5.0,0,0,0.0,55.0,0.0,2.0,0.0,25.0
Bad,74,16.0,2,9,2,0,0,100,125.0,7,7,3,2,33,0.0,3,3,8.0,83.0,2.0,1.0,0.0,100.0
Bad,73,126.0,12,61,11,0,0,100,125.0,7,7,11,0,45,0.0,1,1,71.0,57.0,4.0,3.0,2.0,88.0
Good,89,385.0,6,94,15,0,0,100,125.0,7,7,16,1,44,4.0,1,1,7.0,,2.0,1.0,0.0,100.0
Good,83,287.0,4,91,26,0,0,100,125.0,7,7,27,3,42,1.0,1,1,11.0,71.0,3.0,2.0,0.0,58.0
Good,75,337.0,10,151,12,1,1,92,26.0,7,2,13,1,38,19.0,0,0,0.0,,0.0,2.0,0.0,0.0
Bad,80,207.0,8,92,18,0,0,100,125.0,7,7,18,1,50,9.0,0,0,28.0,75.0,3.0,3.0,1.0,60.0
Bad,65,502.0,1,71,78,1,1,99,15.0,7,6,100,19,15,0.0,6,6,10.0,90.0,10.0,3.0,1.0,38.0
Good,90,194.0,31,86,11,0,0,100,125.0,7,7,11,0,27,36.0,1,1,5.0,,3.0,1.0,0.0,57.0
Good,66,272.0,2,95,44,0,0,100,125.0,7,7,49,3,29,0.0,4,4,63.0,64.0,16.0,4.0,6.0,80.0
Good,88,414.0,18,117,28,0,0,100,125.0,7,7,28,0,18,0.0,0,0,1.0,92.0,1.0,2.0,0.0,60.0
Bad,54,51.0,11,34,7,2,2,63,3.0,6,2,9,1,33,0.0,1,1,86.0,88.0,3.0,1.0,0.0,100.0
Good,88,166.0,3,92,10,0,0,100,125.0,7,7,10,1,40,0.0,2,2,0.0,96.0,0.0,1.0,0.0,25.0
Good,84,132.0,6,74,17,0,0,100,125.0,7,7,17,1,41,0.0,0,0,45.0,35.0,3.0,2.0,0.0,63.0
Bad,66,234.0,4,69,54,2,1,98,60.0,7,5,60,4,25,0.0,2,2,19.0,62.0,6.0,4.0,0.0,57.0
Bad,68,166.0,4,47,17,0,0,100,125.0,7,7,18,2,11,0.0,0,0,78.0,,8.0,1.0,4.0,75.0
Bad,63,274.0,2,94,49,0,0,94,21.0,7,6,52,2,10,0.0,1,1,43.0,77.0,19.0,3.0,5.0,64.0
Good,84,132.0,5,50,22,0,0,100,125.0,7,7,22,2,36,6.0,0,0,19.0,17.0,2.0,4.0,0.0,86.0
Good,68,219.0,18,127,20,1,0,91,4.0,5,5,23,0,14,4.0,1,1,21.0,91.0,4.0,3.0,1.0,88.0
Bad,86,357.0,6,88,20,0,0,100,125.0,7,7,20,3,30,6.0,0,0,2.0,,2.0,1.0,0.0,25.0
Bad,72,169.0,3,76,39,0,0,98,20.0,7,6,41,5,39,0.0,3,2,26.0,92.0,4.0,4.0,1.0,53.0
Bad,74,155.0,11,68,18,0,0,91,7.0,6,6,23,2,26,0.0,0,0,1.0,,3.0,1.0,0.0,36.0
Good,61,234.0,5,86,20,0,0,68,2.0,6,6,25,2,68,6.0,0,0,91.0,53.0,3.0,6.0,2.0,82.0
Bad,62,159.0,6,67,14,0,0,86,3.0,6,6,18,3,36,0.0,2,2,71.0,93.0,2.0,3.0,1.0,83.0
Bad,82,212.0,2,111,16,0,0,100,125.0,7,7,28,2,56,2.0,1,1,33.0,92.0,4.0,3.0,0.0,88.0
Good,65,130.0,6,68,25,3,2,89,29.0,7,4,29,1,43,0.0,1,1,46.0,56.0,8.0,3.0,2.0,85.0
Bad,57,47.0,4,21,5,0,0,80,32.0,7,6,5,1,60,36.0,3,3,97.0,84.0,2.0,3.0,1.0,100.0
Good,67,94.0,4,55,36,1,1,95,50.0,7,2,38,4,32,0.0,5,5,12.0,81.0,5.0,4.0,1.0,64.0
Bad,66,134.0,4,44,13,2,2,93,54.0,7,3,15,1,53,0.0,1,1,92.0,60.0,4.0,6.0,1.0,91.0
Bad,61,123.0,39,63,10,0,0,73,3.0,6,6,11,0,36,0.0,1,0,73.0,,1.0,1.0,1.0,33.0
Bad,59,180.0,41,90,4,2,0,50,9.0,5,5,6,0,83,13.0,0,0,16.0,,1.0,1.0,0.0,100.0
Good,60,305.0,3,115,16,2,2,63,5.0,5,3,19,2,21,0.0,4,4,11.0,,4.0,1.0,0.0,73.0
Bad,64,232.0,4,91,36,3,2,93,22.0,7,3,40,6,60,0.0,2,2,55.0,92.0,8.0,4.0,3.0,100.0
Bad,73,139.0,6,43,14,0,0,100,125.0,7,7,14,3,36,1.0,2,2,8.0,86.0,3.0,2.0,1.0,71.0
Good,70,217.0,3,88,29,1,1,93,24.0,7,6,31,6,50,36.0,1,1,10.0,61.0,2.0,3.0,0.0,67.0
Good,85,225.0,0,78,42,0,0,100,125.0,7,7,45,3,38,0.0,1,1,6.0,92.0,3.0,2.0,0.0,31.0
Bad,58,132.0,3,72,18,1,0,92,1.0,5,5,26,3,46,0.0,4,4,54.0,38.0,2.0,3.0,0.5,63.0
Bad,59,142.0,18,50,14,2,1,80,10.0,6,5,16,0,50,0.0,1,1,82.0,48.0,3.0,3.0,1.0,78.0
Good,80,207.0,1,98,24,0,0,93,56.0,7,6,28,3,32,0.0,1,1,19.0,,6.0,2.0,0.0,58.0
Good,65,63.0,4,19,8,0,0,88,36.0,7,6,13,5,25,36.0,0,0,20.0,92.0,3.0,2.0,0.0,83.0
Good,75,154.0,6,72,28,0,0,100,125.0,7,7,29,2,66,20.0,0,0,1.0,64.0,2.0,4.0,0.0,75.0
Good,80,186.0,4,83,29,0,0,100,125.0,7,7,30,3,23,11.0,0,0,35.0,,5.0,1.0,1.0,50.0
Bad,75,248.0,1,103,14,0,0,88,3.0,6,6,16,1,13,0.0,1,1,2.0,,3.0,1.0,1.0,57.0
